0.0000000000 0.0000000000
0.0000010000 0.0000010000
0.0000020000 0.0000026317
0.0000030000 0.0000048882
0.0000040000 0.0000076893
0.0000050000 0.0000109886
0.0000060000 0.0000147585
0.0000070000 0.0000189828
0.0000080000 0.0000236525
0.0000090000 0.0000287640
0.0000100000 0.0000343172
0.0000110000 0.0000403153
0.0000120000 0.0000467637
0.0000130000 0.0000536697
0.0000140000 0.0000610422
0.0000150000 0.0000688917
0.0000160000 0.0000772299
0.0000170000 0.0000860693
0.0000180000 0.0000954237
0.0000190000 0.0001053077
0.0000200000 0.0001157368
0.0000210000 0.0001267273
0.0000220000 0.0001382959
0.0000230000 0.0001504602
0.0000240000 0.0001632384
0.0000250000 0.0001766499
0.0000260000 0.0001907132
0.0000270000 0.0002054486
0.0000280000 0.0002208767
0.0000290000 0.0002370184
0.0000300000 0.0002538950
0.0000310000 0.0002715286
0.0000320000 0.0002899413
0.0000330000 0.0003091564
0.0000340000 0.0003291973
0.0000350000 0.0003500866
0.0000360000 0.0003718498
0.0000370000 0.0003945098
0.0000380000 0.0004180917
0.0000390000 0.0004426220
0.0000400000 0.0004681256
0.0000410000 0.0004946277
0.0000420000 0.0005221563
0.0000430000 0.0005507374
0.0000440000 0.0005803968
0.0000450000 0.0006111636
0.0000460000 0.0006430658
0.0000470000 0.0006761307
0.0000478295 0.0007102168
0.0000487117 0.0007455817
0.0000497117 0.0007823191
0.0000507069 0.0008203343
0.0000517628 0.0008597219
0.0000528824 0.0009005160
0.0000540688 0.0009427511
0.0000553249 0.0009864593
0.0000566543 0.0010316772
0.0000580601 0.0010784363
0.0000595460 0.0011267727
0.0000611156 0.0011767212
0.0000627725 0.0012283178
0.0000645208 0.0012815983
0.0000663642 0.0013365983
0.0000683070 0.0013933563
0.0000703533 0.0014519080
0.0000725077 0.0015122930
0.0000747744 0.0015745468
0.0000771583 0.0016387090
0.0000796640 0.0017048186
0.0000822967 0.0017729139
0.0000850616 0.0018430377
0.0000879638 0.0019152231
0.0000910084 0.0019895161
0.0000942014 0.0020659538
0.0000975485 0.0021445791
0.0001010554 0.0022254338
0.0001047283 0.0023085564
0.0001085735 0.0023939941
0.0001125968 0.0024817867
